serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
17510,2008,12,10,1012.4,1016.8,2.5,5.5,0.5,14.1,18.3,10.1,61,37,6.2,0
17511,2008,12,11,1009.7,1014.0,0.0,0.0,0.0,14.0,19.3,9.6,50,31,7.7,0
17512,2008,12,12,1011.3,1015.7,0.0,0.0,0.0,13.1,17.0,9.6,56,34,8.8,0
17513,2008,12,13,1013.6,1018.1,0.0,0.0,0.0,11.3,13.5,9.6,63,58,2.2,0
17514,2008,12,14,1009.0,1013.5,14.0,3.0,1.0,7.5,11.2,5.2,72,58,0.4,0
17515,2008,12,15,1015.1,1019.7,0.0,0.0,0.0,7.2,10.7,3.6,53,33,9.0,0
17516,2008,12,16,1021.6,1026.1,0.0,0.0,0.0,8.4,12.5,3.6,57,46,8.1,0
17517,2008,12,17,1017.6,1022.1,14.0,2.5,0.5,8.8,9.7,7.9,75,58,0.0,0
17518,2008,12,18,1006.4,1010.8,0.0,0.0,0.0,11.4,15.9,6.9,65,41,8.2,0
17519,2008,12,19,1015.8,1020.2,0.0,0.0,0.0,10.0,12.3,7.7,44,26,8.6,0
17520,2008,12,20,1018.9,1023.3,0.0,0.0,0.0,10.1,15.2,6.3,56,43,5.5,0
17521,2008,12,21,1013.4,1017.8,0.0,0.0,0.0,13.5,19.8,5.3,60,44,8.6,0
17522,2008,12,22,1006.7,1011.1,9.0,6.0,1.5,13.2,19.9,4.2,66,47,2.3,0
17523,2008,12,23,1016.1,1020.6,0.0,0.0,0.0,6.9,9.7,4.5,51,33,6.6,0
17524,2008,12,24,1017.1,1021.7,0.0,0.0,0.0,6.8,9.2,3.9,54,44,1.0,0
17525,2008,12,25,1001.7,1006.1,0.0,0.0,0.0,10.1,16.8,4.8,53,34,8.9,0
17526,2008,12,26,1006.1,1010.5,0.0,0.0,0.0,5.2,9.0,3.4,28,13,9.1,0
17527,2008,12,27,1010.3,1014.8,0.0,0.0,0.0,6.0,10.9,2.2,24,15,9.1,0
17528,2008,12,28,1007.8,1012.3,0.0,0.0,0.0,7.3,12.4,1.8,35,24,9.1,0
17529,2008,12,29,1009.4,1013.9,0.0,0.0,0.0,9.9,14.4,6.2,41,23,8.9,0
17530,2008,12,30,1002.5,1006.9,0.0,0.0,0.0,9.0,14.5,4.5,54,36,8.8,0
17531,2008,12,31,1004.7,1009.1,0.0,0.0,0.0,6.6,10.3,4.4,30,17,9.1,0
